Time,AccelX,AccelY,AccelZ
1138254,1.03,0.17,-0.06
1138267,1.03,0.17,-0.06
1138283,1.05,0.15,-0.04
1138296,1.03,0.15,-0.06
1138309,1.03,0.15,-0.06
1138322,1.03,0.17,-0.06
1138338,1.03,0.15,-0.06
1138351,1.03,0.15,-0.06
1138364,1.05,0.17,-0.04
1138377,1.03,0.17,-0.06
1138393,1.03,0.17,-0.07
1138406,1.03,0.17,-0.06
1138420,1.03,0.15,-0.06
1138434,1.03,0.17,-0.04
1138449,1.03,0.15,-0.06
1138462,1.03,0.15,-0.07
1138475,1.05,0.15,-0.06
1138488,1.03,0.15,-0.06
1138504,1.05,0.15,-0.04
1138517,1.03,0.14,-0.06
1138531,1.05,0.15,-0.04
1138544,1.03,0.15,-0.06
1138560,1.03,0.15,-0.06
1138573,1.03,0.17,-0.04
1138586,1.03,0.15,-0.06
1138600,1.05,0.15,-0.06
1138613,1.03,0.15,-0.07
1138626,1.03,0.17,-0.06
1138640,1.03,0.15,-0.06
1138657,1.03,0.17,-0.06
1138671,1.05,0.17,-0.06
1138684,1.03,0.15,-0.06
1138697,1.03,0.17,-0.04
1138711,1.03,0.17,-0.06
1138725,1.03,0.17,-0.07
1138741,1.03,0.17,-0.06
1138754,1.03,0.15,-0.06
1138767,1.03,0.15,-0.06
1138781,1.05,0.15,-0.06
1138797,1.03,0.15,-0.04
1138810,1.05,0.17,-0.07
1138823,1.05,0.15,-0.07
1138836,1.03,0.15,-0.06
1138852,1.03,0.15,-0.07
1138866,1.03,0.15,-0.06
1138881,1.05,0.15,-0.06
1138894,1.03,0.17,-0.07
1138908,1.03,0.17,-0.06
1138921,1.05,0.17,-0.07
1138935,1.03,0.17,-0.07
1138948,1.05,0.15,-0.06
1138962,1.03,0.17,-0.06
1138975,1.03,0.15,-0.06
1138988,1.03,0.17,-0.06
1139002,1.05,0.15,-0.06
1139018,1.03,0.15,-0.06
1139032,1.05,0.15,-0.06
1139045,1.03,0.17,-0.06
1139058,1.03,0.17,-0.06
1139074,1.05,0.15,-0.07
1139090,1.03,0.17,-0.06
1139103,1.03,0.15,-0.06
1139116,1.03,0.15,-0.06
1139130,1.03,0.17,-0.06
1139143,1.03,0.17,-0.07
1139156,1.03,0.17,-0.04
1139169,1.03,0.15,-0.06
1139183,1.03,0.17,-0.06
1139196,1.03,0.17,-0.07
1139209,1.03,0.15,-0.07
1139225,1.03,0.15,-0.06
1139238,1.03,0.17,-0.07
1139251,1.03,0.15,-0.04
1139265,1.03,0.15,-0.06
1139282,1.03,0.15,-0.07
1139298,1.03,0.17,-0.06
1139312,1.03,0.17,-0.04
1139325,1.05,0.17,-0.06
1139341,1.03,0.17,-0.06
1139354,1.03,0.15,-0.06
1139368,1.05,0.15,-0.06
1139381,1.05,0.17,-0.06
1139678,1.03,0.17,-0.06
1139692,1.05,0.15,-0.06
1139705,1.03,0.17,-0.04
1139719,1.03,0.17,-0.04
1139732,1.03,0.15,-0.06
1139745,1.03,0.17,-0.07
1139759,1.03,0.17,-0.06
1139772,1.05,0.15,-0.07
1139786,1.03,0.17,-0.04
1139799,1.05,0.15,-0.06
1139812,1.03,0.17,-0.04
1139826,1.03,0.15,-0.07
1139839,1.03,0.15,-0.04
1139853,1.03,0.17,-0.06
1139867,1.05,0.15,-0.06
1139885,1.03,0.15,-0.06
1139900,1.03,0.17,-0.06
1139913,1.03,0.15,-0.07
1139926,1.03,0.17,-0.06
1139939,1.03,0.17,-0.04
1139952,1.03,0.17,-0.07
1139968,1.05,0.15,-0.06
1139981,1.03,0.17,-0.06
1139994,1.03,0.15,-0.07
1140007,1.05,0.15,-0.06
1140023,1.03,0.17,-0.06
1140036,1.03,0.17,-0.04
1140049,1.03,0.15,-0.06
1140063,1.03,0.15,-0.06
1140078,1.03,0.17,-0.06
1140092,1.05,0.17,-0.06
1140107,1.03,0.15,-0.06
1140120,1.03,0.15,-0.06
1140133,1.03,0.17,-0.07
1140150,1.03,0.15,-0.07
1140163,1.03,0.17,-0.06
1140179,1.03,0.15,-0.07
1140192,1.03,0.15,-0.06
1140205,1.03,0.17,-0.07
1140218,1.03,0.17,-0.06
1140232,1.03,0.15,-0.06
1140244,1.03,0.15,-0.04
1140258,1.03,0.15,-0.07
1140271,1.03,0.17,-0.06
1140284,1.03,0.17,-0.07
1140300,1.03,0.15,-0.04
1140315,1.03,0.17,-0.06
1140328,1.03,0.17,-0.06
1140341,1.05,0.15,-0.07
1140354,1.05,0.15,-0.06
1140370,1.03,0.17,-0.06
1140383,1.03,0.17,-0.07
1140397,1.03,0.15,-0.07
1140410,1.05,0.17,-0.06
1140427,1.03,0.17,-0.04
1140440,1.05,0.15,-0.04
1140456,1.05,0.14,-0.07
1140469,1.03,0.17,-0.06
1140482,1.03,0.17,-0.06
1140496,1.03,0.17,-0.06
1140512,1.03,0.15,-0.06
1140527,1.03,0.17,-0.04
1140540,1.03,0.15,-0.06
1140554,1.03,0.15,-0.04
1140567,1.05,0.17,-0.06
1140581,1.03,0.17,-0.06
1140597,1.03,0.15,-0.04
1140610,1.03,0.17,-0.06
1140624,1.03,0.17,-0.06
1140637,1.05,0.15,-0.04
1140653,1.03,0.17,-0.06
1140666,1.05,0.15,-0.06
1140680,1.03,0.15,-0.07
1140693,1.03,0.15,-0.06
1140709,1.03,0.17,-0.06
1140723,1.03,0.15,-0.04
1140741,1.03,0.15,-0.04
1140755,1.03,0.18,-0.06
1140768,1.05,0.17,-0.07
1140781,1.03,0.17,-0.06
1140794,1.03,0.15,-0.06
1140808,1.05,0.15,-0.04
1140821,1.03,0.15,-0.04
1140834,1.03,0.17,-0.06
1140850,1.03,0.17,-0.07
1140863,1.03,0.15,-0.06
1140877,1.03,0.15,-0.06
1140890,1.03,0.17,-0.06
1140906,1.05,0.17,-0.06
1140920,1.03,0.15,-0.06
1140936,1.03,0.15,-0.06
1140949,1.05,0.15,-0.06
1140964,1.03,0.17,-0.06
1140978,1.02,0.17,-0.06
1140991,1.03,0.15,-0.07
1141008,1.03,0.15,-0.06
1141021,1.03,0.15,-0.06
1141034,1.03,0.15,-0.06
1141047,1.03,0.17,-0.06
1141060,1.05,0.15,-0.06
1141073,1.03,0.15,-0.07
1141086,1.03,0.15,-0.07
1141102,1.05,0.17,-0.04
1141115,1.03,0.17,-0.04
1141128,1.05,0.15,-0.07
1141141,1.03,0.15,-0.06
1141154,1.05,0.17,-0.06
1141170,1.03,0.17,-0.06
1141183,1.05,0.15,-0.06
1141196,1.05,0.15,-0.06
1141209,1.03,0.15,-0.06
1141222,1.05,0.15,-0.06
1141238,1.03,0.17,-0.06
1141251,1.03,0.17,-0.06
1141265,1.03,0.17,-0.06
1141278,1.03,0.17,-0.06
1141293,1.03,0.15,-0.04
1141308,1.03,0.15,-0.06
1141322,1.03,0.17,-0.06
1141335,1.05,0.17,-0.06
1141348,1.03,0.17,-0.06
1141364,1.05,0.17,-0.04
1141379,1.05,0.14,-0.06
1141392,1.05,0.15,-0.04
1141405,1.03,0.15,-0.04
1141418,1.03,0.17,-0.09
1141434,1.03,0.17,-0.06
1141447,1.03,0.17,-0.04
1141461,1.03,0.17,-0.06
1141474,1.05,0.15,-0.06
1141489,1.05,0.17,-0.06
1141503,1.03,0.15,-0.07
1141516,1.03,0.15,-0.04
1141529,1.03,0.17,-0.06
1141545,1.03,0.17,-0.06
1141558,1.03,0.15,-0.06
1141572,1.03,0.17,-0.06
1141587,1.05,0.15,-0.06
1141601,1.05,0.15,-0.04
1141615,1.03,0.15,-0.06
1141631,1.05,0.15,-0.06
1141644,1.05,0.15,-0.07
1141657,1.03,0.15,-0.06
1141670,1.05,0.15,-0.04
1141687,1.03,0.15,-0.06
1141700,1.05,0.17,-0.04
1141713,1.03,0.15,-0.04
1141726,1.03,0.15,-0.03
1141742,1.03,0.17,-0.06
1141756,1.03,0.17,-0.06
1141769,1.03,0.15,-0.06
1141782,1.05,0.15,-0.07
1141798,1.03,0.15,-0.06
1141814,1.03,0.15,-0.04
1141827,1.03,0.15,-0.06
1141840,1.03,0.15,-0.06
1141854,1.05,0.17,-0.06
1141868,1.05,0.17,-0.06
1141884,1.05,0.15,-0.06
1141897,1.03,0.17,-0.06
1141910,1.03,0.15,-0.06
1141924,1.03,0.17,-0.06
1141941,1.03,0.17,-0.04
1141954,1.03,0.15,-0.04
1141970,1.03,0.15,-0.06
1141983,1.03,0.17,-0.06
1141997,1.03,0.15,-0.06
1142010,1.03,0.17,-0.06
1142028,1.03,0.17,-0.07
1142041,1.03,0.15,-0.06
1142055,1.03,0.15,-0.06
1142068,1.05,0.15,-0.07
1142081,1.05,0.17,-0.06
1142094,1.05,0.17,-0.04
1142108,1.03,0.15,-0.06
1142121,1.03,0.15,-0.04
1142134,1.03,0.17,-0.04
1142148,1.03,0.17,-0.04
1142161,1.03,0.17,-0.06
1142175,1.03,0.17,-0.06
1142188,1.03,0.17,-0.06
1142201,1.05,0.17,-0.06
1142217,1.03,0.15,-0.06
1142232,1.03,0.17,-0.04
1142245,1.03,0.17,-0.07
1142258,1.03,0.17,-0.06
1142271,1.03,0.17,-0.06
1142288,1.05,0.17,-0.06
1142301,1.03,0.17,-0.07
1142314,1.03,0.15,-0.07
1142328,1.05,0.15,-0.07
1142341,1.03,0.15,-0.06
1142354,1.03,0.15,-0.06
1142367,1.03,0.17,-0.07
1142383,1.03,0.15,-0.04
1142396,1.05,0.15,-0.06
1142409,1.05,0.17,-0.06
1142422,1.03,0.15,-0.06
1142441,1.05,0.17,-0.07
1142455,1.05,0.15,-0.06
1142468,1.03,0.17,-0.06
1142483,1.03,0.15,-0.06
1142497,1.05,0.15,-0.04
1142510,1.03,0.15,-0.06
1142523,1.03,0.15,-0.06
1142539,1.05,0.15,-0.07
1142552,1.03,0.17,-0.06
1142565,1.03,0.15,-0.07
1142578,1.05,0.15,-0.06
1142591,1.03,0.17,-0.04
1142604,1.03,0.17,-0.06
1142618,1.03,0.17,-0.04
1142634,1.03,0.17,-0.06
1142649,1.03,0.15,-0.07
1142665,1.03,0.15,-0.06
1142678,1.05,0.15,-0.04
1142691,1.03,0.15,-0.06
1142704,1.03,0.17,-0.07
1142721,1.05,0.17,-0.04
1142735,1.03,0.17,-0.04
1142751,1.03,0.15,-0.07
1142764,1.05,0.17,-0.04
1142777,1.05,0.15,-0.06
1142790,1.03,0.17,-0.04
1142806,1.03,0.17,-0.07
1142820,1.03,0.17,-0.06
1142833,1.03,0.15,-0.04
1142846,1.05,0.15,-0.04
1142862,1.05,0.17,-0.06
1142878,1.03,0.15,-0.06
1142891,1.03,0.15,-0.06
1142904,1.03,0.17,-0.07
1142917,1.03,0.15,-0.06
1142931,1.05,0.15,-0.04
1142944,1.03,0.17,-0.06
1142957,1.03,0.17,-0.07
1142974,1.05,0.17,-0.06
1142988,1.03,0.17,-0.04
1143004,1.05,0.17,-0.04
1143018,1.05,0.15,-0.06
1143034,1.03,0.17,-0.07
1143047,1.03,0.17,-0.04
1143060,1.03,0.15,-0.07
1143074,1.05,0.15,-0.06
1143092,1.03,0.15,-0.07
1143105,1.03,0.15,-0.04
1143119,1.03,0.15,-0.06
1143132,1.03,0.15,-0.04
1143145,1.03,0.17,-0.04
1143159,1.03,0.17,-0.04
1143177,1.03,0.15,-0.06
1143352,1.05,0.18,-0.06
1143365,1.03,0.15,-0.04
1143379,1.05,0.15,-0.06
1143392,1.03,0.17,-0.06
1143406,1.03,0.15,-0.06
1143419,1.03,0.17,-0.06
1143432,1.05,0.15,-0.07
1143446,1.03,0.15,-0.06
1143461,1.05,0.17,-0.06
1143475,1.03,0.17,-0.04
1143491,1.03,0.15,-0.06
1143505,1.03,0.17,-0.06
1143518,1.03,0.15,-0.06
1143531,1.03,0.15,-0.06
1143545,1.03,0.17,-0.07
1143560,1.03,0.15,-0.07
1143577,1.03,0.18,-0.04
1143590,1.03,0.15,-0.04
1143603,1.03,0.17,-0.06
1143617,1.03,0.15,-0.06
1143630,1.03,0.17,-0.06
1143643,1.03,0.17,-0.04
1143656,1.05,0.15,-0.06
1143672,1.03,0.17,-0.06
1143686,1.05,0.17,-0.06
1143699,1.03,0.17,-0.06
1143712,1.05,0.15,-0.07
1143728,1.03,0.17,-0.04
1143741,1.03,0.15,-0.04
1143755,1.03,0.17,-0.04
1143771,1.05,0.15,-0.06
1143784,1.05,0.15,-0.09
1143798,1.03,0.17,-0.06
1143814,1.03,0.15,-0.06
1143828,1.05,0.15,-0.06
1143841,1.03,0.15,-0.06
1143854,1.03,0.15,-0.06
1143867,1.03,0.15,-0.06
1143880,1.03,0.17,-0.06
1143893,1.03,0.15,-0.06
1143909,1.03,0.17,-0.06
1143922,1.03,0.15,-0.07
1143935,1.03,0.15,-0.06
1143948,1.03,0.15,-0.04
1143961,1.03,0.17,-0.06
1143976,1.05,0.15,-0.04
1143990,1.03,0.17,-0.06
1144003,1.03,0.15,-0.04
1144016,1.05,0.17,-0.06
1144030,1.03,0.17,-0.06
1144043,1.03,0.15,-0.06
1144056,1.03,0.15,-0.06
1144069,1.03,0.18,-0.04
1144082,1.05,0.17,-0.06
1144095,1.03,0.17,-0.06
1144109,1.03,0.15,-0.06
1144124,1.03,0.17,-0.06
1144138,1.05,0.15,-0.06
1144152,1.05,0.17,-0.04
1144165,1.03,0.17,-0.06
1144178,1.03,0.15,-0.06
1144193,1.03,0.17,-0.06
1144207,1.03,0.15,-0.06
1144220,1.03,0.17,-0.06
1144233,1.05,0.15,-0.04
1144246,1.03,0.15,-0.07
1144259,1.03,0.17,-0.06
1144275,1.05,0.15,-0.06
1144288,1.03,0.17,-0.06
1144301,1.03,0.15,-0.06
1144315,1.05,0.17,-0.07
1144329,1.05,0.15,-0.07
1144342,1.03,0.15,-0.07
1144355,1.03,0.15,-0.07
1144371,1.03,0.17,-0.06
1144384,1.03,0.17,-0.07
1144399,1.03,0.17,-0.07
1144412,1.05,0.15,-0.04
1144425,1.03,0.17,-0.06
1144441,1.05,0.17,-0.06
1144454,1.03,0.15,-0.06
1144467,1.05,0.15,-0.06
1144482,1.03,0.17,-0.06
1144495,1.03,0.15,-0.07
1144508,1.03,0.17,-0.06
1144521,1.03,0.15,-0.06
1144537,1.03,0.15,-0.06
1144551,1.05,0.17,-0.06
1144564,1.03,0.15,-0.06
1144577,1.03,0.15,-0.07
1144594,1.03,0.17,-0.06
1144609,1.03,0.15,-0.06
1144623,1.05,0.15,-0.06
1144638,1.05,0.15,-0.06
1144652,1.03,0.17,-0.04
1144665,1.03,0.17,-0.06
1144678,1.03,0.15,-0.07
1144694,1.05,0.17,-0.06
1144707,1.05,0.15,-0.06
1144720,1.03,0.17,-0.04
1144733,1.05,0.17,-0.06
1144749,1.03,0.15,-0.06
1144762,1.03,0.15,-0.06
1144775,1.05,0.17,-0.07
1144788,1.03,0.17,-0.07
1144804,1.03,0.17,-0.06
1144819,1.03,0.15,-0.04
1144835,1.05,0.15,-0.07
1144848,1.03,0.15,-0.06
1144861,1.03,0.17,-0.04
1144874,1.05,0.14,-0.06
1144895,1.03,0.17,-0.04
1144911,1.03,0.17,-0.06
1144924,1.03,0.17,-0.07
1144937,1.05,0.15,-0.07
1144950,1.03,0.17,-0.04
1144966,1.03,0.17,-0.06
1144979,1.03,0.15,-0.06
1144992,1.03,0.15,-0.06
1145005,1.03,0.15,-0.07
1145018,1.03,0.17,-0.07
1145033,1.03,0.15,-0.06
1145047,1.03,0.17,-0.07
1145060,1.03,0.15,-0.04
1145073,1.05,0.15,-0.07
1145086,1.03,0.17,-0.04
1145102,1.05,0.15,-0.06
1145115,1.03,0.17,-0.06
1145128,1.03,0.15,-0.07
1145141,1.05,0.15,-0.04
1145154,1.05,0.15,-0.06
1145169,1.03,0.17,-0.06
1145182,1.03,0.15,-0.04
1145196,1.03,0.15,-0.07
1145209,1.03,0.15,-0.07
1145222,1.03,0.15,-0.04
1145237,1.05,0.14,-0.06
1145251,1.03,0.17,-0.06
1145264,1.03,0.17,-0.06
1145277,1.03,0.17,-0.04
1145290,1.05,0.14,-0.06
1145304,1.03,0.15,-0.06
1145317,1.03,0.15,-0.07
1145333,1.03,0.15,-0.04
1145346,1.03,0.15,-0.04
1145359,1.03,0.15,-0.07
1145372,1.05,0.17,-0.06
1145388,1.03,0.17,-0.06
1145402,1.03,0.15,-0.06
1145415,1.03,0.15,-0.07
1145428,1.05,0.17,-0.06
1145446,1.02,0.15,-0.06
1145459,1.05,0.15,-0.04
1145473,1.05,0.15,-0.07
1145486,1.03,0.15,-0.03
1145500,1.03,0.17,-0.06
1145513,1.03,0.15,-0.04
1145527,1.05,0.15,-0.04
1145540,1.05,0.15,-0.06
1145553,1.03,0.17,-0.07
1145566,1.03,0.17,-0.06
1145579,1.03,0.17,-0.07
1145593,1.03,0.17,-0.06
1145606,1.03,0.15,-0.07
1145619,1.03,0.17,-0.06
1145635,1.03,0.15,-0.06
1145648,1.03,0.17,-0.06
1145664,1.03,0.17,-0.06
1145677,1.03,0.15,-0.06
1145690,1.05,0.17,-0.04
1145703,1.05,0.17,-0.04
1145717,1.03,0.17,-0.06
1145731,1.03,0.15,-0.07
1145744,1.05,0.15,-0.06
1145757,1.05,0.15,-0.06
1145771,1.05,0.15,-0.07
1145784,1.03,0.15,-0.06
1145797,1.05,0.15,-0.06
1145810,1.05,0.15,-0.04
1145826,1.03,0.15,-0.06
1145841,1.03,0.15,-0.04
1145857,1.03,0.15,-0.06
1145872,1.05,0.15,-0.04
1145885,1.05,0.17,-0.06
1145899,1.03,0.17,-0.04
1145912,1.03,0.15,-0.06
1145925,1.03,0.17,-0.06
1145938,1.03,0.17,-0.04
1145951,1.05,0.15,-0.06
1145967,1.03,0.15,-0.07
1145981,1.03,0.15,-0.06
1145994,1.05,0.15,-0.06
1146008,1.03,0.17,-0.06
1146021,1.03,0.17,-0.06
1146035,1.03,0.15,-0.04
1146048,1.03,0.17,-0.04
1146061,1.05,0.15,-0.06
1146076,1.03,0.17,-0.04
1146090,1.03,0.15,-0.07
1146103,1.03,0.17,-0.06
1146116,1.03,0.15,-0.06
1146129,1.03,0.17,-0.06
1146143,1.03,0.17,-0.06
1146159,1.03,0.17,-0.07
1146173,1.03,0.17,-0.06
1146189,1.05,0.15,-0.06
1146202,1.05,0.15,-0.06
1146215,1.03,0.15,-0.06
1146228,1.03,0.17,-0.04
1146244,1.03,0.15,-0.06
1146258,1.03,0.15,-0.06
1146271,1.05,0.17,-0.07
1146286,1.03,0.15,-0.06
1146301,1.03,0.15,-0.07
1146314,1.03,0.15,-0.06
1146330,1.03,0.17,-0.07
1146343,1.03,0.17,-0.07
1146356,1.03,0.17,-0.04
1146370,1.05,0.17,-0.06
1146386,1.03,0.15,-0.06
1146399,1.03,0.17,-0.04
1146412,1.03,0.17,-0.06
1146425,1.05,0.17,-0.06
1146441,1.03,0.17,-0.06
1146455,1.05,0.15,-0.04
1146468,1.03,0.17,-0.07
1146481,1.03,0.17,-0.06
1146499,1.03,0.17,-0.06
1146514,1.03,0.17,-0.06
1146527,1.03,0.15,-0.06
1146542,1.03,0.15,-0.06
1146556,1.03,0.15,-0.06
1146569,1.05,0.15,-0.06
1146583,1.03,0.15,-0.04
1146596,1.03,0.17,-0.06
1146609,1.03,0.17,-0.07
1146622,1.03,0.15,-0.04
1146638,1.03,0.17,-0.06
1146651,1.03,0.15,-0.04
1146664,1.05,0.15,-0.06
1146677,1.05,0.17,-0.06
1146693,1.05,0.17,-0.06
1146708,1.03,0.17,-0.07
1146724,1.03,0.17,-0.04
1146738,1.03,0.15,-0.06
1146751,1.05,0.15,-0.06
1146764,1.03,0.17,-0.06
1146780,1.03,0.17,-0.06
1146793,1.03,0.15,-0.07
1146806,1.05,0.17,-0.06
1147097,1.05,0.15,-0.07
1147111,1.03,0.17,-0.06
1147124,1.03,0.15,-0.06
1147139,1.03,0.15,-0.06
1147153,1.03,0.18,-0.06
1147166,1.03,0.15,-0.07
1147179,1.03,0.15,-0.06
1147193,1.03,0.15,-0.07
1147206,1.05,0.17,-0.06
1147219,1.03,0.15,-0.06
1147232,1.03,0.15,-0.06
1147245,1.03,0.17,-0.04
1147258,1.03,0.17,-0.06
1147271,1.05,0.15,-0.06
1147284,1.03,0.15,-0.06
1147297,1.03,0.17,-0.06
1147313,1.03,0.17,-0.06
1147326,1.03,0.15,-0.04
1147339,1.03,0.15,-0.04
1147352,1.03,0.17,-0.06
1147365,1.03,0.15,-0.06
1147378,1.03,0.15,-0.04
1147391,1.05,0.15,-0.06
1147407,1.03,0.15,-0.06
1147421,1.05,0.17,-0.06
1147437,1.03,0.17,-0.04
1147453,1.03,0.17,-0.06
1147469,1.03,0.17,-0.04
1147483,1.05,0.15,-0.04
1147496,1.03,0.17,-0.06
1147509,1.03,0.17,-0.07
1147524,1.03,0.15,-0.04
1147538,1.03,0.15,-0.04
1147551,1.05,0.15,-0.04
1147564,1.03,0.17,-0.06
1147580,1.03,0.17,-0.06
1147593,1.05,0.18,-0.06
1147606,1.05,0.17,-0.06
1147619,1.03,0.17,-0.06
1147635,1.03,0.15,-0.04
1147648,1.03,0.15,-0.03
1147661,1.05,0.15,-0.07
1147674,1.03,0.17,-0.06
1147690,1.03,0.15,-0.06
1147703,1.03,0.15,-0.06
1147717,1.02,0.15,-0.06
1147732,1.03,0.15,-0.06
1147746,1.03,0.17,-0.06
1147759,1.03,0.17,-0.07
1147775,1.03,0.17,-0.06
1147789,1.03,0.17,-0.06
1147802,1.05,0.17,-0.06
1147816,1.05,0.15,-0.06
1147829,1.03,0.17,-0.06
1147843,1.03,0.17,-0.06
1147856,1.03,0.17,-0.06
1147869,1.02,0.15,-0.06
1147882,1.05,0.15,-0.06
1147896,1.03,0.17,-0.06
1147909,1.03,0.15,-0.04
1147922,1.03,0.15,-0.06
1147937,1.03,0.15,-0.04
1147951,1.03,0.17,-0.06
1147964,1.03,0.17,-0.04
1147977,1.03,0.17,-0.06
1147992,1.05,0.15,-0.07
1148005,1.03,0.15,-0.04
1148018,1.03,0.17,-0.07
1148031,1.03,0.17,-0.06
1148045,1.03,0.17,-0.06
1148058,1.03,0.17,-0.07
1148071,1.03,0.17,-0.06
1148084,1.03,0.15,-0.04
1148098,1.03,0.15,-0.06
1148111,1.03,0.15,-0.06
1148127,1.03,0.15,-0.06
1148143,1.03,0.15,-0.06
1148157,1.03,0.15,-0.07
1148173,1.03,0.15,-0.04
1148186,1.03,0.15,-0.06
1148199,1.03,0.17,-0.06
1148212,1.03,0.15,-0.06
1148228,1.03,0.17,-0.04
1148242,1.03,0.15,-0.06
1148255,1.03,0.17,-0.04
1148268,1.03,0.17,-0.06
1148285,1.03,0.17,-0.03
1148298,1.05,0.17,-0.04
1148314,1.05,0.15,-0.07
1148327,1.03,0.17,-0.06
1148341,1.03,0.15,-0.04
1148354,1.05,0.15,-0.06
1148372,1.03,0.17,-0.07
1148385,1.03,0.15,-0.04
1148399,1.03,0.17,-0.06
1148412,1.03,0.17,-0.04
1148425,1.03,0.15,-0.06
1148438,1.05,0.17,-0.06
1148452,1.05,0.15,-0.07
1148465,1.03,0.15,-0.07
1148482,1.05,0.15,-0.06
1148495,1.03,0.15,-0.06
1148511,1.03,0.15,-0.07
1148524,1.03,0.15,-0.06
1148537,1.03,0.17,-0.06
1148551,1.05,0.15,-0.06
1148568,1.05,0.17,-0.06
1148583,1.03,0.15,-0.07
1148596,1.05,0.15,-0.04
1148612,1.03,0.15,-0.06
1148626,1.03,0.17,-0.06
1148639,1.03,0.17,-0.07
1148652,1.05,0.15,-0.06
1148668,1.03,0.17,-0.06
1148681,1.03,0.17,-0.04
1148694,1.03,0.17,-0.06
1148708,1.03,0.15,-0.06
1148724,1.03,0.15,-0.04
1148737,1.03,0.18,-0.06
1148750,1.03,0.17,-0.07
1148763,1.03,0.17,-0.07
1148779,1.03,0.15,-0.06
1148794,1.05,0.15,-0.06
1148808,1.05,0.15,-0.04
1148821,1.03,0.15,-0.06
1148836,1.03,0.15,-0.06
1148849,1.03,0.17,-0.04
1148866,1.03,0.15,-0.06
1148879,1.03,0.17,-0.07
1148895,1.03,0.15,-0.06
1148908,1.03,0.17,-0.06
1148921,1.03,0.15,-0.06
1148935,1.03,0.17,-0.06
1148951,1.03,0.15,-0.07
1148964,1.03,0.15,-0.07
1148977,1.03,0.15,-0.06
1148991,1.03,0.15,-0.06
1149009,1.03,0.17,-0.06
1149022,1.03,0.15,-0.04
1149035,1.05,0.17,-0.06
1149049,1.03,0.15,-0.06
1149062,1.05,0.15,-0.06
1149075,1.03,0.17,-0.06
1149088,1.03,0.15,-0.06
1149102,1.03,0.17,-0.06
1149115,1.03,0.15,-0.06
1149128,1.03,0.17,-0.06
1149142,1.05,0.15,-0.07
1149156,1.05,0.15,-0.07
1149170,1.05,0.15,-0.07
1149183,1.03,0.17,-0.06
1149196,1.03,0.17,-0.06
1149214,1.03,0.17,-0.06
1149228,1.05,0.17,-0.06
1149241,1.05,0.17,-0.04
1149255,1.05,0.15,-0.06
1149268,1.03,0.15,-0.07
1149281,1.03,0.17,-0.04
1149294,1.03,0.17,-0.06
1149308,1.03,0.17,-0.06
1149324,1.05,0.15,-0.06
1149337,1.05,0.15,-0.04
1149350,1.03,0.17,-0.04
1149363,1.03,0.15,-0.06
1149379,1.03,0.17,-0.03
1149393,1.03,0.15,-0.06
1149406,1.03,0.15,-0.06
1149419,1.05,0.17,-0.06
1149438,1.03,0.17,-0.07
1149451,1.03,0.17,-0.07
1149464,1.03,0.17,-0.06
1149480,1.03,0.17,-0.06
1149494,1.03,0.15,-0.06
1149507,1.03,0.17,-0.04
1149521,1.03,0.17,-0.06
1149534,1.03,0.15,-0.04
1149546,1.03,0.15,-0.06
1149559,1.05,0.17,-0.06
1149572,1.03,0.17,-0.06
1149585,1.03,0.17,-0.04
1149601,1.03,0.15,-0.06
1149617,1.03,0.15,-0.07
1149633,1.03,0.15,-0.07
1149651,1.03,0.17,-0.06
1149664,1.03,0.17,-0.06
1149677,1.03,0.17,-0.06
1149690,1.03,0.15,-0.07
1149703,1.03,0.15,-0.04
1149717,1.03,0.15,-0.06
1149730,1.05,0.15,-0.06
1149743,1.05,0.17,-0.04
1149756,1.03,0.15,-0.06
1149768,1.03,0.15,-0.06
1149784,1.05,0.15,-0.06
1149800,1.03,0.17,-0.06
1149816,1.03,0.15,-0.06
1149832,1.03,0.17,-0.06
1149847,1.03,0.17,-0.06
1149869,1.05,0.17,-0.04
1149882,1.03,0.17,-0.06
1149898,1.03,0.15,-0.06
1149914,1.05,0.15,-0.07
1149930,1.03,0.15,-0.07
1149946,1.03,0.15,-0.04
1149961,1.03,0.15,-0.06
1149977,1.03,0.17,-0.04
1149993,1.03,0.15,-0.04
1150009,1.03,0.15,-0.06
1150024,1.05,0.15,-0.06
1150041,1.03,0.17,-0.06
1150054,1.03,0.15,-0.07
1150067,1.03,0.17,-0.06
1150082,1.05,0.14,-0.06
1150096,1.03,0.17,-0.07
1150109,1.05,0.17,-0.06
1150122,1.03,0.14,-0.06
1150135,1.03,0.17,-0.06
1150151,1.03,0.15,-0.06
1150164,1.03,0.17,-0.04
1150177,1.03,0.15,-0.07
1150190,1.03,0.17,-0.07
1150206,1.03,0.17,-0.06
1150219,1.03,0.15,-0.04
1150232,1.03,0.17,-0.06
1150246,1.03,0.15,-0.06
1150262,1.05,0.15,-0.06
1150275,1.03,0.15,-0.07
1150288,1.03,0.15,-0.07
1150304,1.03,0.15,-0.06
1150318,1.03,0.17,-0.06
1150331,1.03,0.15,-0.06
1150347,1.03,0.17,-0.07
1150360,1.03,0.15,-0.06
1150374,1.03,0.15,-0.07
1150387,1.05,0.15,-0.06
1150403,1.03,0.17,-0.04
1150416,1.05,0.15,-0.06
1150430,1.05,0.15,-0.06
1150443,1.03,0.15,-0.06
