Time,AccelX,AccelY,AccelZ
573554,1.03,0.17,-0.06
573570,1.03,0.15,-0.06
573586,1.05,0.17,-0.06
573604,1.03,0.15,-0.06
573617,1.03,0.15,-0.06
573630,1.03,0.15,-0.06
573644,1.03,0.17,-0.04
573657,1.03,0.15,-0.06
573670,1.03,0.17,-0.06
573683,1.05,0.15,-0.04
573696,1.03,0.15,-0.07
573709,1.03,0.17,-0.06
573722,1.03,0.17,-0.06
573737,1.03,0.17,-0.07
573753,1.03,0.15,-0.07
573769,1.03,0.15,-0.06
573785,1.03,0.15,-0.04
573800,1.03,0.15,-0.06
573819,1.05,0.15,-0.04
573833,1.05,0.17,-0.06
573846,1.03,0.17,-0.06
573858,1.03,0.17,-0.06
573871,1.05,0.17,-0.04
573884,1.03,0.15,-0.07
573897,1.03,0.15,-0.06
573910,1.03,0.17,-0.06
573923,1.05,0.17,-0.04
573936,1.05,0.17,-0.04
573952,1.03,0.17,-0.06
573968,1.03,0.17,-0.07
573983,1.03,0.17,-0.07
573999,1.03,0.15,-0.06
574015,1.05,0.15,-0.06
574030,1.05,0.14,-0.07
574048,1.05,0.17,-0.06
574061,1.03,0.15,-0.07
574074,1.05,0.17,-0.06
574087,1.03,0.15,-0.04
574100,1.03,0.15,-0.06
574113,1.03,0.17,-0.06
574127,1.05,0.15,-0.04
574140,1.03,0.15,-0.06
574153,1.03,0.17,-0.06
574166,1.05,0.15,-0.07
574180,1.03,0.15,-0.04
574193,1.03,0.15,-0.06
574206,1.03,0.15,-0.06
574222,1.05,0.17,-0.07
574235,1.03,0.15,-0.07
574250,1.03,0.17,-0.06
574263,1.03,0.17,-0.07
574276,1.03,0.17,-0.06
574292,1.03,0.15,-0.06
574305,1.03,0.17,-0.04
574318,1.03,0.15,-0.06
574332,1.03,0.17,-0.04
574347,1.03,0.15,-0.07
574362,1.03,0.17,-0.06
574375,1.03,0.15,-0.06
574388,1.05,0.15,-0.06
574401,1.03,0.17,-0.04
574415,1.03,0.15,-0.06
574428,1.03,0.15,-0.06
574441,1.03,0.15,-0.06
574456,1.05,0.15,-0.06
574470,1.05,0.15,-0.06
574483,1.03,0.15,-0.06
574496,1.03,0.17,-0.06
574509,1.03,0.15,-0.06
574523,1.05,0.15,-0.06
574538,1.03,0.15,-0.07
574552,1.03,0.17,-0.07
574565,1.03,0.15,-0.04
574578,1.03,0.15,-0.06
574594,1.05,0.17,-0.06
574607,1.03,0.15,-0.06
574620,1.05,0.17,-0.06
574633,1.05,0.17,-0.07
574649,1.03,0.14,-0.04
574662,1.03,0.15,-0.09
574677,1.03,0.17,-0.04
574691,1.03,0.17,-0.06
574705,1.03,0.17,-0.06
574719,1.03,0.17,-0.04
574732,1.03,0.15,-0.07
574746,1.03,0.15,-0.06
574958,1.03,0.17,-0.06
574972,1.03,0.17,-0.06
574985,1.03,0.17,-0.09
574998,1.03,0.17,-0.06
575012,1.03,0.17,-0.07
575025,1.03,0.15,-0.06
575038,1.05,0.15,-0.06
575052,1.03,0.17,-0.06
575065,1.03,0.15,-0.07
575078,1.03,0.17,-0.07
575092,1.03,0.15,-0.06
575105,1.03,0.17,-0.07
575121,1.05,0.17,-0.04
575134,1.03,0.17,-0.06
575147,1.03,0.15,-0.04
575161,1.03,0.15,-0.06
575176,1.03,0.15,-0.06
575189,1.03,0.17,-0.04
575204,1.03,0.15,-0.06
575217,1.03,0.17,-0.06
575230,1.03,0.17,-0.04
575246,1.05,0.17,-0.07
575259,1.03,0.17,-0.04
575272,1.05,0.15,-0.04
575285,1.05,0.17,-0.04
575298,1.05,0.17,-0.07
575311,1.03,0.15,-0.04
575326,1.05,0.15,-0.06
575342,1.05,0.15,-0.04
575358,1.05,0.15,-0.07
575374,1.03,0.17,-0.06
575391,1.05,0.15,-0.06
575405,1.03,0.15,-0.04
575418,1.03,0.15,-0.06
575431,1.03,0.15,-0.07
575444,1.03,0.15,-0.06
575456,1.03,0.17,-0.06
575469,1.05,0.15,-0.06
575485,1.03,0.17,-0.06
575502,1.03,0.15,-0.04
575515,1.03,0.17,-0.07
575528,1.03,0.15,-0.06
575541,1.03,0.15,-0.07
575557,1.05,0.15,-0.06
575572,1.03,0.17,-0.06
575588,1.03,0.15,-0.07
575606,1.03,0.15,-0.06
575619,1.03,0.17,-0.06
575633,1.05,0.15,-0.04
575649,1.03,0.15,-0.06
575662,1.03,0.15,-0.04
575675,1.03,0.15,-0.04
575688,1.05,0.17,-0.04
575701,1.03,0.15,-0.04
575714,1.03,0.15,-0.04
575730,1.03,0.15,-0.04
575746,1.03,0.14,-0.06
575762,1.05,0.15,-0.06
575777,1.03,0.17,-0.06
575793,1.03,0.17,-0.06
575810,1.03,0.15,-0.07
575823,1.03,0.17,-0.04
575838,1.03,0.15,-0.06
575851,1.03,0.15,-0.06
575864,1.05,0.15,-0.06
575877,1.05,0.15,-0.06
575890,1.03,0.17,-0.06
575903,1.03,0.17,-0.04
575916,1.03,0.18,-0.06
575929,1.03,0.15,-0.06
575942,1.03,0.15,-0.07
575955,1.03,0.15,-0.07
575968,1.03,0.15,-0.04
575981,1.05,0.15,-0.04
575995,1.03,0.17,-0.04
576008,1.05,0.17,-0.07
576022,1.03,0.17,-0.07
576037,1.03,0.15,-0.06
576050,1.03,0.17,-0.06
576063,1.05,0.15,-0.06
576076,1.03,0.15,-0.06
576089,1.05,0.17,-0.07
576106,1.03,0.17,-0.04
576119,1.03,0.15,-0.06
576132,1.03,0.17,-0.06
576145,1.05,0.17,-0.04
576161,1.03,0.15,-0.06
576177,1.05,0.15,-0.06
576192,1.03,0.15,-0.06
576208,1.03,0.15,-0.07
576224,1.03,0.17,-0.06
576240,1.03,0.15,-0.06
576257,1.03,0.15,-0.03
576271,1.03,0.15,-0.06
576284,1.03,0.17,-0.06
576297,1.03,0.15,-0.06
576310,1.03,0.15,-0.06
576323,1.03,0.15,-0.06
576336,1.05,0.17,-0.07
576349,1.05,0.15,-0.04
576361,1.03,0.15,-0.06
576374,1.03,0.15,-0.04
576387,1.03,0.15,-0.06
576405,1.03,0.15,-0.06
576421,1.03,0.15,-0.06
576437,1.03,0.15,-0.07
576452,1.03,0.17,-0.07
576470,1.03,0.15,-0.06
576483,1.05,0.15,-0.04
576496,1.03,0.15,-0.06
576509,1.03,0.17,-0.04
576522,1.03,0.17,-0.04
576535,1.03,0.17,-0.04
576548,1.03,0.17,-0.04
576564,1.02,0.17,-0.06
576580,1.03,0.17,-0.06
576596,1.03,0.15,-0.07
576611,1.05,0.15,-0.06
576627,1.05,0.15,-0.04
576643,1.03,0.15,-0.06
576659,1.03,0.17,-0.04
576674,1.03,0.15,-0.07
576692,1.03,0.17,-0.06
576706,1.05,0.15,-0.06
576720,1.03,0.17,-0.06
576737,1.03,0.17,-0.06
576750,1.03,0.17,-0.06
576763,1.03,0.15,-0.06
576776,1.03,0.17,-0.06
576789,1.03,0.15,-0.06
576802,1.03,0.17,-0.04
576815,1.03,0.15,-0.07
576831,1.03,0.15,-0.06
576844,1.03,0.14,-0.06
576857,1.05,0.15,-0.06
576870,1.05,0.17,-0.06
576886,1.03,0.17,-0.06
576901,1.03,0.15,-0.06
576915,1.03,0.17,-0.04
576928,1.05,0.15,-0.07
576941,1.03,0.17,-0.06
576957,1.03,0.17,-0.06
576970,1.03,0.17,-0.07
576983,1.03,0.15,-0.06
576997,1.03,0.15,-0.07
577012,1.03,0.17,-0.06
577027,1.03,0.17,-0.07
577040,1.03,0.17,-0.06
577053,1.03,0.15,-0.04
577066,1.03,0.15,-0.04
577079,1.05,0.15,-0.06
577093,1.03,0.15,-0.04
577108,1.03,0.15,-0.04
577122,1.03,0.17,-0.04
577138,1.02,0.17,-0.06
577151,1.05,0.17,-0.06
577164,1.03,0.15,-0.06
577177,1.03,0.15,-0.04
577193,1.03,0.15,-0.06
577206,1.03,0.15,-0.06
577219,1.03,0.17,-0.06
577232,1.03,0.15,-0.07
577248,1.03,0.17,-0.06
577261,1.03,0.15,-0.06
577275,1.03,0.17,-0.06
577288,1.05,0.15,-0.06
577304,1.03,0.17,-0.06
577320,1.03,0.15,-0.07
577333,1.03,0.17,-0.06
577349,1.05,0.15,-0.07
577362,1.05,0.15,-0.04
577375,1.03,0.17,-0.06
577388,1.03,0.17,-0.06
577404,1.03,0.15,-0.04
577417,1.03,0.17,-0.06
577430,1.03,0.15,-0.07
577444,1.03,0.17,-0.06
577458,1.03,0.17,-0.07
577471,1.03,0.17,-0.07
577484,1.03,0.15,-0.06
577500,1.03,0.15,-0.06
577513,1.03,0.15,-0.04
577526,1.05,0.17,-0.06
577541,1.03,0.15,-0.06
577555,1.03,0.15,-0.06
577570,1.03,0.15,-0.06
577584,1.03,0.15,-0.04
577597,1.05,0.17,-0.04
577611,1.05,0.17,-0.07
577624,1.03,0.17,-0.04
577637,1.03,0.15,-0.04
577650,1.05,0.17,-0.06
577666,1.03,0.17,-0.07
577679,1.03,0.17,-0.04
577692,1.05,0.15,-0.06
577705,1.03,0.15,-0.06
577721,1.03,0.17,-0.06
577734,1.05,0.17,-0.04
577750,1.03,0.15,-0.06
577763,1.03,0.15,-0.06
577776,1.05,0.15,-0.06
577792,1.03,0.17,-0.04
577806,1.03,0.15,-0.06
577819,1.03,0.15,-0.06
577832,1.03,0.17,-0.07
577845,1.05,0.17,-0.06
577859,1.03,0.17,-0.06
577872,1.03,0.17,-0.04
577888,1.03,0.15,-0.04
577901,1.03,0.17,-0.07
577915,1.05,0.15,-0.06
577928,1.03,0.15,-0.06
577941,1.03,0.15,-0.06
577956,1.05,0.17,-0.07
577970,1.05,0.14,-0.04
577983,1.03,0.17,-0.06
577996,1.05,0.15,-0.06
578009,1.05,0.15,-0.06
578022,1.03,0.15,-0.06
578038,1.05,0.15,-0.06
578051,1.03,0.17,-0.06
578065,1.03,0.17,-0.06
578078,1.05,0.17,-0.06
578094,1.03,0.15,-0.06
578107,1.03,0.17,-0.07
578120,1.03,0.15,-0.07
578133,1.03,0.17,-0.04
578150,1.03,0.17,-0.06
578165,1.03,0.17,-0.06
578178,1.03,0.17,-0.06
578194,1.03,0.15,-0.04
578211,1.03,0.15,-0.04
578224,1.05,0.15,-0.06
578237,1.03,0.15,-0.06
578250,1.03,0.17,-0.06
578266,1.03,0.17,-0.07
578281,1.03,0.15,-0.06
578297,1.03,0.15,-0.06
578313,1.03,0.15,-0.07
578329,1.03,0.17,-0.06
578344,1.05,0.17,-0.04
578360,1.05,0.15,-0.06
578376,1.05,0.15,-0.06
578394,1.03,0.15,-0.06
578407,1.05,0.17,-0.07
578420,1.03,0.17,-0.06
578433,1.03,0.17,-0.04
578446,1.03,0.15,-0.07
578459,1.03,0.17,-0.04
578472,1.05,0.15,-0.06
578485,1.03,0.17,-0.06
578729,1.03,0.17,-0.06
578743,1.05,0.15,-0.06
578757,1.05,0.17,-0.06
578773,1.03,0.15,-0.06
578786,1.03,0.15,-0.07
578799,1.03,0.15,-0.06
578812,1.03,0.15,-0.07
578828,1.03,0.15,-0.06
578841,1.03,0.15,-0.06
578854,1.03,0.17,-0.04
578867,1.03,0.15,-0.06
578880,1.03,0.15,-0.04
578893,1.03,0.17,-0.06
578909,1.03,0.17,-0.06
578925,1.03,0.17,-0.06
578940,1.03,0.15,-0.07
578956,1.05,0.15,-0.06
578969,1.05,0.17,-0.07
578982,1.03,0.15,-0.04
578995,1.03,0.17,-0.06
579008,1.05,0.15,-0.06
579021,1.03,0.15,-0.06
579036,1.03,0.17,-0.06
579053,1.03,0.15,-0.04
579066,1.05,0.15,-0.07
579079,1.03,0.15,-0.07
579092,1.03,0.15,-0.06
579107,1.03,0.17,-0.06
579124,1.03,0.17,-0.06
579137,1.03,0.17,-0.04
579150,1.03,0.15,-0.06
579165,1.03,0.15,-0.06
579179,1.03,0.17,-0.06
579192,1.03,0.17,-0.07
579205,1.03,0.17,-0.06
579218,1.03,0.15,-0.06
579230,1.05,0.17,-0.06
579244,1.03,0.15,-0.07
579259,1.03,0.15,-0.06
579275,1.05,0.15,-0.06
579291,1.03,0.17,-0.06
579307,1.03,0.15,-0.07
579322,1.03,0.17,-0.06
579338,1.03,0.17,-0.06
579355,1.03,0.15,-0.06
579368,1.03,0.15,-0.04
579383,1.03,0.15,-0.06
579399,1.03,0.15,-0.06
579413,1.03,0.17,-0.07
579426,1.03,0.17,-0.06
579439,1.03,0.15,-0.06
579455,1.03,0.15,-0.06
579468,1.03,0.15,-0.06
579482,1.05,0.15,-0.06
579495,1.03,0.15,-0.06
579508,1.05,0.15,-0.06
579521,1.03,0.17,-0.06
579535,1.03,0.17,-0.04
579551,1.05,0.15,-0.06
579564,1.05,0.15,-0.07
579577,1.03,0.15,-0.07
579592,1.03,0.15,-0.06
579605,1.03,0.15,-0.04
579621,1.03,0.17,-0.06
579635,1.03,0.15,-0.06
579649,1.03,0.17,-0.06
579662,1.03,0.17,-0.06
579675,1.05,0.15,-0.07
579688,1.03,0.17,-0.06
579701,1.03,0.15,-0.07
579717,1.03,0.15,-0.06
579730,1.03,0.17,-0.04
579744,1.03,0.15,-0.04
579757,1.03,0.17,-0.07
579773,1.03,0.17,-0.04
579786,1.03,0.17,-0.07
579801,1.03,0.17,-0.04
579814,1.03,0.17,-0.06
579827,1.03,0.15,-0.07
579844,1.03,0.17,-0.04
579857,1.03,0.15,-0.06
579873,1.03,0.15,-0.06
579886,1.03,0.17,-0.04
579900,1.03,0.15,-0.07
579913,1.03,0.17,-0.06
579929,1.03,0.15,-0.04
579942,1.05,0.17,-0.07
579956,1.03,0.17,-0.06
579969,1.05,0.17,-0.07
579982,1.03,0.15,-0.04
579995,1.03,0.15,-0.07
580010,1.05,0.15,-0.07
580024,1.03,0.15,-0.06
580040,1.03,0.15,-0.06
580053,1.03,0.15,-0.07
580066,1.03,0.15,-0.04
580079,1.05,0.17,-0.07
580095,1.05,0.15,-0.07
580108,1.03,0.17,-0.04
580121,1.03,0.15,-0.06
580134,1.03,0.15,-0.07
580150,1.03,0.15,-0.06
580163,1.03,0.15,-0.06
580176,1.03,0.15,-0.04
580189,1.03,0.15,-0.06
580206,1.03,0.15,-0.04
580219,1.03,0.15,-0.06
580235,1.03,0.15,-0.06
580252,1.05,0.15,-0.06
580265,1.03,0.17,-0.07
580281,1.03,0.17,-0.06
580294,1.03,0.17,-0.06
580307,1.05,0.15,-0.07
580320,1.03,0.17,-0.04
580336,1.03,0.17,-0.07
580349,1.03,0.17,-0.06
580362,1.03,0.17,-0.06
580375,1.05,0.17,-0.03
580391,1.03,0.17,-0.06
580404,1.03,0.15,-0.06
580417,1.03,0.17,-0.06
580430,1.05,0.15,-0.07
580448,1.03,0.17,-0.06
580462,1.03,0.15,-0.06
580475,1.05,0.15,-0.06
580488,1.03,0.15,-0.07
580501,1.03,0.15,-0.07
580517,1.03,0.17,-0.06
580530,1.05,0.15,-0.06
580544,1.03,0.15,-0.04
580558,1.03,0.17,-0.04
580571,1.03,0.17,-0.04
580587,1.05,0.17,-0.07
580600,1.03,0.15,-0.06
580614,1.05,0.15,-0.04
580627,1.03,0.15,-0.06
580643,1.03,0.17,-0.06
580658,1.03,0.15,-0.04
580671,1.03,0.14,-0.06
580684,1.03,0.17,-0.06
580697,1.03,0.15,-0.06
580713,1.03,0.15,-0.06
580727,1.03,0.17,-0.04
580740,1.03,0.17,-0.06
580753,1.03,0.15,-0.07
580769,1.05,0.17,-0.07
580782,1.03,0.15,-0.04
580795,1.03,0.15,-0.06
580808,1.03,0.17,-0.06
580824,1.03,0.17,-0.07
580837,1.03,0.15,-0.06
580851,1.03,0.15,-0.06
580866,1.03,0.15,-0.06
580880,1.05,0.15,-0.06
580893,1.03,0.15,-0.04
580906,1.03,0.15,-0.06
580920,1.03,0.17,-0.04
580934,1.03,0.15,-0.07
580950,1.03,0.15,-0.06
580963,1.03,0.17,-0.06
580976,1.03,0.15,-0.06
580989,1.03,0.15,-0.04
581005,1.05,0.15,-0.06
581018,1.03,0.17,-0.04
581031,1.03,0.17,-0.04
581044,1.03,0.17,-0.04
581060,1.03,0.17,-0.06
581075,1.03,0.17,-0.07
581089,1.03,0.17,-0.06
581102,1.03,0.15,-0.06
581115,1.03,0.17,-0.06
581131,1.05,0.17,-0.09
581145,1.03,0.15,-0.06
581158,1.05,0.15,-0.07
581171,1.05,0.17,-0.04
581184,1.03,0.17,-0.04
581197,1.03,0.15,-0.06
581210,1.03,0.15,-0.07
581223,1.03,0.15,-0.06
581236,1.05,0.15,-0.07
581252,1.05,0.17,-0.07
581267,1.03,0.15,-0.07
581283,1.03,0.17,-0.06
581301,1.05,0.15,-0.06
581314,1.03,0.15,-0.04
581329,1.03,0.15,-0.06
581345,1.03,0.15,-0.06
581361,1.05,0.17,-0.06
581376,1.03,0.17,-0.06
581392,1.03,0.15,-0.04
581407,1.03,0.15,-0.06
581423,1.03,0.15,-0.06
581439,1.03,0.17,-0.06
581456,1.05,0.17,-0.04
581469,1.03,0.15,-0.04
581481,1.05,0.17,-0.06
581494,1.05,0.17,-0.07
581510,1.03,0.15,-0.06
581528,1.03,0.15,-0.07
581541,1.03,0.15,-0.07
581554,1.05,0.15,-0.04
581566,1.03,0.17,-0.06
581579,1.03,0.17,-0.07
581592,1.03,0.15,-0.06
581605,1.03,0.15,-0.06
581618,1.03,0.18,-0.04
581631,1.05,0.15,-0.06
581647,1.03,0.17,-0.06
581660,1.03,0.15,-0.07
581673,1.03,0.15,-0.06
581686,1.03,0.15,-0.04
581702,1.03,0.15,-0.07
581717,1.03,0.17,-0.06
581733,1.03,0.15,-0.06
581751,1.05,0.15,-0.06
581765,1.03,0.17,-0.06
581778,1.03,0.15,-0.07
581791,1.03,0.15,-0.06
581804,1.03,0.15,-0.06
581820,1.03,0.15,-0.06
581835,1.03,0.17,-0.06
581851,1.03,0.17,-0.04
581867,1.05,0.17,-0.04
581883,1.03,0.15,-0.04
581898,1.03,0.15,-0.07
581914,1.03,0.17,-0.06
581930,1.03,0.15,-0.06
581946,1.03,0.15,-0.06
581962,1.03,0.17,-0.06
581979,1.03,0.17,-0.07
581993,1.03,0.15,-0.04
582006,1.05,0.17,-0.06
582019,1.05,0.15,-0.06
582033,1.03,0.17,-0.06
582046,1.03,0.15,-0.04
582059,1.03,0.15,-0.04
582073,1.03,0.15,-0.06
582086,1.03,0.15,-0.07
582099,1.03,0.17,-0.06
582112,1.03,0.17,-0.06
582128,1.03,0.15,-0.04
582141,1.05,0.14,-0.06
582155,1.05,0.17,-0.06
582168,1.03,0.15,-0.04
582186,1.03,0.15,-0.07
582199,1.03,0.15,-0.06
582212,1.03,0.15,-0.06
582225,1.03,0.17,-0.06
582239,1.05,0.15,-0.06
582255,1.03,0.15,-0.06
582273,1.03,0.15,-0.06
582495,1.03,0.17,-0.06
582508,1.03,0.17,-0.06
582522,1.05,0.15,-0.06
582535,1.05,0.15,-0.07
582551,1.03,0.17,-0.06
582564,1.03,0.15,-0.06
582579,1.05,0.15,-0.07
582593,1.05,0.15,-0.06
582607,1.03,0.17,-0.06
582620,1.03,0.15,-0.07
582636,1.03,0.17,-0.07
582649,1.03,0.15,-0.06
582662,1.03,0.15,-0.07
582676,1.05,0.15,-0.06
582692,1.03,0.15,-0.04
582707,1.03,0.18,-0.06
582721,1.03,0.15,-0.06
582734,1.03,0.17,-0.07
582747,1.05,0.15,-0.06
582760,1.03,0.17,-0.07
582773,1.03,0.17,-0.06
582786,1.05,0.15,-0.06
582802,1.03,0.17,-0.06
582815,1.03,0.17,-0.06
582828,1.03,0.15,-0.06
582841,1.05,0.15,-0.06
582857,1.03,0.17,-0.06
582870,1.03,0.17,-0.06
582885,1.03,0.15,-0.06
582898,1.03,0.15,-0.06
582913,1.03,0.17,-0.06
582926,1.03,0.17,-0.04
582939,1.03,0.17,-0.07
582954,1.03,0.17,-0.06
582967,1.05,0.15,-0.04
582980,1.03,0.15,-0.07
582993,1.03,0.17,-0.06
583006,1.03,0.15,-0.06
583019,1.03,0.15,-0.07
583032,1.03,0.15,-0.04
583048,1.05,0.17,-0.07
583061,1.03,0.15,-0.06
583074,1.03,0.15,-0.06
583087,1.05,0.15,-0.07
583103,1.03,0.15,-0.06
583118,1.03,0.17,-0.06
583134,1.03,0.15,-0.06
583148,1.03,0.17,-0.06
583161,1.03,0.15,-0.07
583175,1.03,0.15,-0.07
583188,1.03,0.15,-0.07
583201,1.05,0.15,-0.06
583214,1.03,0.17,-0.06
583227,1.03,0.15,-0.04
583240,1.03,0.15,-0.07
583254,1.03,0.17,-0.07
583269,1.02,0.17,-0.04
583283,1.03,0.15,-0.04
583297,1.03,0.17,-0.06
583310,1.03,0.15,-0.07
583325,1.03,0.17,-0.06
583338,1.05,0.15,-0.06
583351,1.03,0.17,-0.07
583365,1.05,0.15,-0.06
583380,1.03,0.17,-0.06
583394,1.03,0.17,-0.07
583407,1.03,0.15,-0.04
583420,1.03,0.15,-0.04
583436,1.03,0.15,-0.07
583449,1.03,0.17,-0.07
583463,1.03,0.15,-0.06
583476,1.03,0.17,-0.06
583489,1.03,0.17,-0.06
583502,1.03,0.17,-0.06
583515,1.03,0.17,-0.06
583531,1.03,0.15,-0.06
583547,1.03,0.15,-0.04
583560,1.03,0.17,-0.06
583573,1.05,0.15,-0.07
583586,1.03,0.15,-0.06
583602,1.03,0.17,-0.06
583615,1.03,0.14,-0.06
583628,1.03,0.15,-0.06
583641,1.03,0.15,-0.06
583658,1.03,0.15,-0.07
583672,1.03,0.17,-0.04
583688,1.03,0.17,-0.06
583701,1.03,0.17,-0.06
583714,1.03,0.17,-0.06
583727,1.03,0.17,-0.04
583743,1.05,0.17,-0.04
583758,1.05,0.15,-0.06
583772,1.03,0.17,-0.06
583788,1.03,0.15,-0.06
583804,1.03,0.17,-0.04
583820,1.05,0.15,-0.06
583835,1.03,0.15,-0.04
583851,1.03,0.15,-0.06
583867,1.05,0.15,-0.06
583883,1.03,0.15,-0.06
583898,1.03,0.17,-0.06
583914,1.03,0.17,-0.06
583930,1.05,0.15,-0.06
583946,1.03,0.17,-0.06
583961,1.03,0.17,-0.06
583977,1.03,0.15,-0.06
583995,1.03,0.17,-0.06
584008,1.03,0.15,-0.04
584021,1.03,0.15,-0.04
584034,1.03,0.15,-0.07
584048,1.05,0.15,-0.06
584061,1.03,0.17,-0.06
584074,1.03,0.15,-0.07
584089,1.03,0.15,-0.07
584102,1.03,0.15,-0.07
584115,1.03,0.17,-0.06
584128,1.03,0.15,-0.06
584144,1.05,0.17,-0.04
584159,1.03,0.15,-0.06
584175,1.03,0.17,-0.06
584191,1.05,0.17,-0.09
584209,1.03,0.15,-0.06
584222,1.03,0.17,-0.06
584235,1.03,0.15,-0.07
584248,1.03,0.15,-0.03
584261,1.03,0.15,-0.06
584274,1.03,0.17,-0.04
584287,1.03,0.15,-0.06
584300,1.03,0.15,-0.06
584313,1.03,0.17,-0.04
584326,1.03,0.17,-0.04
584339,1.03,0.15,-0.06
584352,1.03,0.15,-0.04
584368,1.03,0.17,-0.06
584385,1.03,0.15,-0.06
584398,1.05,0.17,-0.06
584414,1.03,0.15,-0.07
584430,1.05,0.15,-0.07
584443,1.03,0.17,-0.06
584456,1.03,0.17,-0.07
584469,1.03,0.17,-0.06
584485,1.03,0.15,-0.06
584500,1.03,0.17,-0.04
584516,1.03,0.17,-0.06
584532,1.03,0.15,-0.06
584548,1.03,0.15,-0.06
584563,1.03,0.15,-0.07
584579,1.03,0.17,-0.06
584595,1.03,0.15,-0.04
584611,1.05,0.17,-0.06
584627,1.03,0.15,-0.06
584642,1.03,0.17,-0.06
584660,1.03,0.15,-0.07
584673,1.03,0.15,-0.06
584686,1.03,0.17,-0.06
584699,1.03,0.15,-0.04
584713,1.05,0.17,-0.06
584726,1.03,0.15,-0.06
584739,1.03,0.15,-0.07
584752,1.03,0.15,-0.06
584765,1.03,0.17,-0.06
584779,1.03,0.17,-0.04
584792,1.03,0.14,-0.06
584805,1.03,0.17,-0.06
584819,1.05,0.17,-0.06
584834,1.03,0.17,-0.06
584850,1.03,0.15,-0.06
584868,1.03,0.15,-0.06
584881,1.03,0.15,-0.06
584894,1.05,0.15,-0.06
584907,1.03,0.15,-0.06
584920,1.03,0.17,-0.06
584933,1.03,0.15,-0.06
584946,1.03,0.17,-0.04
584959,1.03,0.15,-0.06
584972,1.03,0.15,-0.04
584985,1.03,0.17,-0.04
584999,1.03,0.15,-0.06
585012,1.03,0.15,-0.06
585025,1.05,0.15,-0.04
585038,1.03,0.15,-0.07
585051,1.03,0.15,-0.03
585069,1.03,0.15,-0.06
585082,1.03,0.15,-0.06
585095,1.05,0.15,-0.07
585108,1.03,0.15,-0.06
585121,1.03,0.15,-0.06
585135,1.03,0.17,-0.04
585148,1.03,0.17,-0.06
585161,1.03,0.15,-0.06
585174,1.03,0.15,-0.03
585188,1.05,0.17,-0.06
585201,1.03,0.15,-0.06
585214,1.03,0.17,-0.06
585227,1.05,0.14,-0.07
585243,1.03,0.15,-0.04
585256,1.03,0.15,-0.06
585269,1.05,0.15,-0.07
585285,1.03,0.17,-0.06
585299,1.03,0.15,-0.04
585312,1.03,0.15,-0.07
585325,1.03,0.15,-0.07
585338,1.03,0.15,-0.06
585351,1.03,0.15,-0.07
585364,1.03,0.17,-0.07
585378,1.03,0.17,-0.06
585393,1.05,0.15,-0.06
585407,1.03,0.17,-0.04
585420,1.03,0.17,-0.06
585433,1.05,0.17,-0.06
585449,1.03,0.17,-0.06
585462,1.03,0.15,-0.06
585475,1.03,0.15,-0.07
585490,1.03,0.17,-0.07
585503,1.03,0.15,-0.06
585519,1.03,0.15,-0.04
585532,1.03,0.17,-0.06
585545,1.03,0.15,-0.06
585558,1.03,0.17,-0.07
585574,1.03,0.15,-0.07
585589,1.03,0.15,-0.06
585604,1.03,0.17,-0.04
585618,1.03,0.15,-0.06
585631,1.03,0.15,-0.06
585644,1.03,0.15,-0.06
585660,1.03,0.17,-0.09
585673,1.03,0.17,-0.06
585686,1.03,0.17,-0.03
585701,1.03,0.15,-0.07
585715,1.03,0.15,-0.06
585731,1.03,0.17,-0.06
585744,1.05,0.15,-0.04
585757,1.03,0.17,-0.06
585770,1.03,0.17,-0.07
585786,1.03,0.17,-0.06
585799,1.03,0.15,-0.06
585812,1.03,0.15,-0.06
585825,1.03,0.15,-0.06
585842,1.03,0.15,-0.06
585856,1.03,0.15,-0.06
585869,1.05,0.17,-0.06
585883,1.03,0.15,-0.06
585896,1.03,0.15,-0.06
585914,1.03,0.17,-0.06
585927,1.03,0.17,-0.06
585940,1.03,0.17,-0.06
585954,1.03,0.17,-0.06
585967,1.03,0.15,-0.06
585983,1.03,0.15,-0.06
585996,1.03,0.15,-0.04
586127,1.03,0.17,-0.06
586321,1.03,0.15,-0.06
586335,1.03,0.15,-0.06
586348,1.03,0.15,-0.06
586361,1.05,0.15,-0.07
586374,1.03,0.15,-0.06
586388,1.03,0.17,-0.06
586401,1.03,0.17,-0.06
586414,1.03,0.15,-0.07
586428,1.03,0.18,-0.04
586441,1.03,0.15,-0.07
586454,1.03,0.15,-0.06
586468,1.03,0.17,-0.04
586485,1.05,0.15,-0.06
586499,1.05,0.17,-0.06
586515,1.03,0.17,-0.07
586530,1.03,0.17,-0.06
586544,1.03,0.17,-0.04
586557,1.03,0.15,-0.06
586570,1.05,0.15,-0.06
586585,1.03,0.15,-0.06
586601,1.03,0.17,-0.06
586617,1.05,0.15,-0.06
586633,1.03,0.15,-0.06
586648,1.03,0.15,-0.07
586664,1.05,0.17,-0.06
586680,1.03,0.17,-0.04
586696,1.03,0.15,-0.06
586711,1.05,0.17,-0.06
586727,1.05,0.15,-0.06
586743,1.03,0.17,-0.07
586760,1.03,0.15,-0.06
586774,1.03,0.15,-0.06
586787,1.03,0.17,-0.06
586801,1.03,0.15,-0.07
